CODE_INSEE,ville,CODE POSTAL,DEPARTEMENT
77400,st-augustin,77515,SEINE-ET-MARNE
77411,st-germain-sous-doue,77169,SEINE-ET-MARNE
77418,st-loup-de-naud,77650,SEINE-ET-MARNE
77439,salins,77148,SEINE-ET-MARNE
77534,yebles,77390,SEINE-ET-MARNE
78057,bennecourt,78270,YVELINES
78140,chapet,78130,YVELINES
78162,choisel,78460,YVELINES
78227,evecquemont,78740,YVELINES
78276,gommecourt,78270,YVELINES
78403,mezy-sur-seine,78250,YVELINES
78413,mondreville,78980,YVELINES
78484,perdreauville,78200,YVELINES
78497,poigny-la-foret,78125,YVELINES
78506,prunay-en-yvelines,78660,YVELINES
91037,auvernaux,91830,ESSONNE
91207,egly,91520,ESSONNE
91247,la-foret-le-roi,91410,ESSONNE
91292,guibeville,91630,ESSONNE
91318,janville-sur-juine,91510,ESSONNE
91338,limours,91470,ESSONNE
91390,mereville,91660,ESSONNE
92012,boulogne-billancourt,92100,HAUTS-DE-SEINE
93001,aubervilliers,93300,SEINE-SAINT-DENIS
93050,neuilly-sur-marne,93330,SEINE-SAINT-DENIS
94037,gentilly,94250,VAL-DE-MARNE
94044,limeil-brevannes,94450,VAL-DE-MARNE
95028,attainville,95570,VAL-D\'OISE
95141,charmont,95420,VAL-D\'OISE
95157,cherence,95510,VAL-D\'OISE
95218,eragny,95610,VAL-D\'OISE
95282,gouzangrez,95450,VAL-D\'OISE
95298,haravilliers,95640,VAL-D\'OISE
95379,maudetour-en-vexin,95420,VAL-D\'OISE
95428,montmorency,95160,VAL-D\'OISE
95429,montreuil-sur-epte,95770,VAL-D\'OISE
91016,angerville,91670,ESSONNE
91035,authon-la-plaine,91410,ESSONNE
91079,boissy-la-riviere,91690,ESSONNE
91112,brouy,91150,ESSONNE
91114,brunoy,91800,ESSONNE
91243,fontenay-les-briis,91640,ESSONNE
91393,merobert,91780,ESSONNE
91573,st-pierre-du-perray,91280,ESSONNE
91613,congerville-thionville,91740,ESSONNE
94033,fontenay-sous-bois,94120,VAL-DE-MARNE
94067,st-mande,94160,VAL-DE-MARNE
95054,le-bellay-en-vexin,95750,VAL-D\'OISE
95212,epiais-les-louvres,95380,VAL-D\'OISE
95268,garges-les-gonesse,95140,VAL-D\'OISE
95510,puiseux-pontoise,95650,VAL-D\'OISE
95554,st-gervais,95420,VAL-D\'OISE
95651,vetheuil,95510,VAL-D\'OISE
95675,villeron,95380,VAL-D\'OISE
77001,acheres-la-foret,77760,SEINE-ET-MARNE
77002,amillis,77120,SEINE-ET-MARNE
77015,baby,77480,SEINE-ET-MARNE
77066,cerneux,77320,SEINE-ET-MARNE
77151,dagny,77320,SEINE-ET-MARNE
77166,ecuelles,77250,SEINE-ET-MARNE
77179,fericy,77133,SEINE-ET-MARNE
77238,jouarre,77640,SEINE-ET-MARNE
77242,jutigny,77650,SEINE-ET-MARNE
75106,paris-06,75006,PARIS
77313,montmachoux,77940,SEINE-ET-MARNE
77371,pommeuse,77515,SEINE-ET-MARNE
77378,pringy,77310,SEINE-ET-MARNE
77484,vaucourtois,77580,SEINE-ET-MARNE
77529,voulangis,77580,SEINE-ET-MARNE
77532,vulaines-les-provins,77160,SEINE-ET-MARNE
78029,aubergenville,78410,YVELINES
78068,blaru,78270,YVELINES
78076,boissets,78910,YVELINES
78185,courgent,78790,YVELINES
78278,goupillieres,78770,YVELINES
78285,gressey,78550,YVELINES
78297,guyancourt,78280,YVELINES
78302,la-hauteville,78113,YVELINES
78364,marcq,78770,YVELINES
78385,menerville,78200,YVELINES
78404,millemont,78940,YVELINES
78465,orgerus,78910,YVELINES
78518,rennemoulin,78590,YVELINES
78537,st-arnoult-en-yvelines,78730,YVELINES
78586,sartrouville,78500,YVELINES
78605,tacoignieres,78910,YVELINES
78609,tessancourt-sur-aubette,78250,YVELINES
78621,trappes,78190,YVELINES
78643,vernouillet,78540,YVELINES
91001,abbeville-la-riviere,91150,ESSONNE
91085,boissy-sous-st-yon,91790,ESSONNE
91159,chevannes,91750,ESSONNE
91204,echarcon,91540,ESSONNE
91215,epinay-sous-senart,91860,ESSONNE
91315,itteville,91760,ESSONNE
91374,marolles-en-beauce,91150,ESSONNE
91461,ollainville,91340,ESSONNE
91471,orsay,91400,ESSONNE
91553,st-germain-les-corbeil,91250,ESSONNE
91556,st-hilaire,91780,ESSONNE
91659,villabe,91100,ESSONNE
91671,villeneuve-sur-auvers,91580,ESSONNE
91687,viry-chatillon,91170,ESSONNE
92020,chatillon,92320,HAUTS-DE-SEINE
92026,courbevoie,92400,HAUTS-DE-SEINE
92064,st-cloud,92210,HAUTS-DE-SEINE
92075,vanves,92170,HAUTS-DE-SEINE
95061,bethemont-la-foret,95840,VAL-D\'OISE
95101,bray-et-lu,95710,VAL-D\'OISE
95102,breancon,95640,VAL-D\'OISE
95110,brignancourt,95640,VAL-D\'OISE
95142,chars,95750,VAL-D\'OISE
95170,condecourt,95450,VAL-D\'OISE
95270,genainville,95420,VAL-D\'OISE
95277,gonesse,95500,VAL-D\'OISE
95301,haute-isle,95780,VAL-D\'OISE
95306,herblay,95220,VAL-D\'OISE
95371,marly-la-ville,95670,VAL-D\'OISE
95438,moussy,95640,VAL-D\'OISE
77065,cely,77930,SEINE-ET-MARNE
77080,champcenest,77560,SEINE-ET-MARNE
77085,chanteloup-en-brie,77600,SEINE-ET-MARNE
77096,chartrettes,77590,SEINE-ET-MARNE
77110,chenou,77570,SEINE-ET-MARNE
77132,coupvray,77700,SEINE-ET-MARNE
77140,coutencon,77154,SEINE-ET-MARNE
77159,donnemarie-dontilly,77520,SEINE-ET-MARNE
77164,echouboulains,77830,SEINE-ET-MARNE
77200,garentreville,77890,SEINE-ET-MARNE
77227,herme,77114,SEINE-ET-MARNE
77231,isles-les-meldeuses,77440,SEINE-ET-MARNE
77303,montdauphin,77320,SEINE-ET-MARNE
77320,mouroux,77120,SEINE-ET-MARNE
77323,moussy-le-vieux,77230,SEINE-ET-MARNE
77359,perthes,77930,SEINE-ET-MARNE
77402,st-barthelemy,77320,SEINE-ET-MARNE
77463,thomery,77810,SEINE-ET-MARNE
77479,vaires-sur-marne,77360,SEINE-ET-MARNE
78048,bazainville,78550,YVELINES
78073,bois-d-arcy,78390,YVELINES
78158,le-chesnay,78150,YVELINES
78267,gargenville,78440,YVELINES
78327,juziers,78820,YVELINES
78334,levis-st-nom,78320,YVELINES
78562,st-leger-en-yvelines,78610,YVELINES
78672,villennes-sur-seine,78670,YVELINES
